Title,URL,latitude,longitude,Type
Red Horn Coffee House and Brewing Co.,"https://www.google.com/maps/place/Red+Horn+Coffee+House+and+Brewing+Co./@30.5338231,-97.7808284,17z/data=!3m1!4b1!4m6!3m5!1s0x8644d32c365b2adf:0xe38a36d760352028!8m2!3d30.5338231!4d-97.7808284!16s%2Fg%2F11b6j7pq1w?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.5338231,-97.7808284,Vintage
The Owl - Pub & Grill,"https://www.google.com/maps/place/The+Owl+-+Pub+%26+Grill/@30.671143,-96.3733159,17z/data=!3m1!4b1!4m6!3m5!1s0x86468165e267bea1:0x706f0b8ddf7e977b!8m2!3d30.671143!4d-96.3733159!16s%2Fg%2F11whctktq5?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.671143,-96.3733159,Vintage
The Bend General Store,"https://www.google.com/maps/place/The+Bend+General+Store/@31.0999063,-98.5117341,17z/data=!3m1!4b1!4m6!3m5!1s0x865a63f6efddd45d:0x310f926d1742a5b2!8m2!3d31.0999063!4d-98.5117341!16s%2Fg%2F11gn1wdjds?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",31.0999063,-98.5117341,Vintage
Yellow Jacket Social Club,"https://www.google.com/maps/place/Yellow+Jacket+Social+Club/@30.2617274,-97.7246348,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5b6c5cc2d81:0x36855a0ba16ecf9f!8m2!3d30.2617274!4d-97.7246348!16s%2Fg%2F1tnpft_r?entry=ttu&g_ep=EgoyMDI2MDUyMC4wIKXMDSoASAFQAw%3D%3D",30.2617274,-97.7246348,Vintage
Whisler’s,"https://www.google.com/maps/place/Whisler%E2%80%99s/@30.2619325,-97.722738,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5b6f76905d7:0x8a1df1882e8ce7e9!8m2!3d30.2619325!4d-97.722738!16s%2Fg%2F1pv608st1?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2619325,-97.722738,Vintage
Tweedy's Bar,"https://www.google.com/maps/place/Tweedy's+Bar/@30.2954951,-97.7417417,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b544c75fa4c7:0x3e8946ae2d220c0d!8m2!3d30.2954951!4d-97.7417417!16s%2Fg%2F11tjm2_tyf?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2954951,-97.7417417,Vintage
Top Notch Hamburgers,"https://www.google.com/maps/place/Top+Notch+Hamburgers/@30.351175,-97.7335156,17z/data=!3m1!4b1!4m6!3m5!1s0x8644cbae8730f721:0x2e7009226065b229!8m2!3d30.351175!4d-97.7335156!16s%2Fm%2F020zg8z?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.351175,-97.7335156,Vintage
the side bar,"https://www.google.com/maps/place/the+side+bar/@30.2675318,-97.7363982,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5a67efbb107:0xcaca75fe0a28288f!8m2!3d30.2675318!4d-97.7363982!16s%2Fg%2F1thxlg5c?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2675318,-97.7363982,Vintage
The Liberty,"https://www.google.com/maps/place/The+Liberty/@30.2626529,-97.7250954,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5b72a545cd3:0x3d3d8b8cccc3fd33!8m2!3d30.2626529!4d-97.7250954!16s%2Fg%2F1td25vb7?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2626529,-97.7250954,Vintage
The Little Darlin',"https://www.google.com/maps/place/The+Little+Darlin'/@30.1945091,-97.7767964,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b35033b1d8b1:0xc832f6d45fa26aa!8m2!3d30.1945091!4d-97.7767964!16s%2Fg%2F11cn8pxtlk?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.1945091,-97.7767964,Vintage
The Grand,"https://www.google.com/maps/place/The+Grand/@30.3063765,-97.7150527,17z/data=!3m1!4b1!4m6!3m5!1s0x8644ca0bf4ac4529:0xb69bf15094cb9fb3!8m2!3d30.3063765!4d-97.7150527!16s%2Fg%2F1ptxmlxnc?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.3063765,-97.7150527,Vintage
The Ballroom @ Spiderhouse,"https://www.google.com/maps/place/29th+Street+Ballroom/@30.2953157,-97.7420522,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b57f7dc5b20b:0x414ca756340f100a!8m2!3d30.2953157!4d-97.7420522!16s%2Fm%2F020zbdg?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2953157,-97.7420522,Vintage
South Congress Hotel,"https://www.google.com/maps/place/South+Congress+Hotel/@30.2472958,-97.7503382,16z/data=!3m1!4b1!4m9!3m8!1s0x8644b4fc866add87:0xc78ecc2590f59eb4!5m2!4m1!1i2!8m2!3d30.2472958!4d-97.7503382!16s%2Fg%2F11b7w5g66j?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2472958,-97.7503382,Vintage
Shangri-La,"https://www.google.com/maps/place/Shangri-La/@30.265047,-97.731573,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5aff774cfc1:0xd974308c4fd94520!8m2!3d30.265047!4d-97.731573!16s%2Fg%2F1w2yzvj6?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.265047,-97.731573,Vintage
Revenge,"https://www.google.com/maps/place/Revenge/@30.2698575,-97.7505414,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5efe09de0ad:0xee4cd5e50bd1f45!8m2!3d30.2698575!4d-97.7505414!16s%2Fg%2F11x0cq001l?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2698575,-97.7505414,Vintage
Sagebrush,"https://www.google.com/maps/place/Sagebrush/@30.2061517,-97.774639,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5250bfef015:0xfd58d8b1a5322056!8m2!3d30.2061517!4d-97.774639!16s%2Fg%2F11fsx4zc_b?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2061517,-97.774639,Vintage
Low Down Lounge,"https://www.google.com/maps/place/Low+Down+Lounge/@30.2635875,-97.7276061,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b55a87f54e63:0x5c2493219c324c55!8m2!3d30.2635875!4d-97.7276061!16s%2Fg%2F11jjqdtlr9?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2635875,-97.7276061,Vintage
Kinda Tropical,"https://www.google.com/maps/place/Kinda+Tropical/@30.2565353,-97.7030462,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5d4a3221b15:0x594c6bcbae4d243c!8m2!3d30.2565353!4d-97.7030462!16s%2Fg%2F11g71jg5xs?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2565353,-97.7030462,Vintage
HOTEL VEGAS,"https://www.google.com/maps/place/HOTEL+VEGAS/@30.2634183,-97.7272288,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5b0ee3b94f3:0xf7f0ff7554cf2f5c!8m2!3d30.2634183!4d-97.7272288!16s%2Fm%2F0k2_qjq?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2634183,-97.7272288,Vintage
Coconut Club,"https://www.google.com/maps/place/Coconut+Club/@30.2662955,-97.7451516,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5fbd2c8c3f3:0xccc5492093ad468a!8m2!3d30.2662955!4d-97.7451516!16s%2Fg%2F11h_7ln5w3?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2662955,-97.7451516,Vintage
The Hole in the Wall,"https://www.google.com/maps/place/The+Hole+in+the+Wall/@30.290062,-97.741627,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b5787f09567d:0xda9792e210feaac3!8m2!3d30.290062!4d-97.741627!16s%2Fm%2F020yzbq?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.290062,-97.741627,Vintage
Black Sheep Lodge,"https://www.google.com/maps/place/Black+Sheep+Lodge/@30.2483722,-97.7711278,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b4d8fd718057:0x8022eb009af990ca!8m2!3d30.2483722!4d-97.7711278!16s%2Fg%2F1tf81_8x?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2483722,-97.7711278,Vintage
Antone's Nightclub,"https://www.google.com/maps/place/Antone's+Nightclub/@30.2660457,-97.7403947,16z/data=!3m1!4b1!4m6!3m5!1s0x8644b5091bd69d65:0x945d683a5e34b71f!8m2!3d30.2660457!4d-97.7403947!16s%2Fm%2F054h72z?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",30.2660457,-97.7403947,Vintage
The Wrigley Building,"https://www.google.com/maps/place/The+Wrigley+Building/@41.889704,-87.6245898,17z/data=!3m1!4b1!4m6!3m5!1s0x880e2caea511689f:0x7d92d3215f6863d5!8m2!3d41.889704!4d-87.6245898!16zL20vMGo5bHA?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",41.889704,-87.6245898,Newspaper
The Fox Bar & Cocktail Club,"https://www.google.com/maps/place/The+Fox+Bar+%26+Cocktail+Club/@36.2028611,-86.7392778,17z/data=!3m1!4b1!4m6!3m5!1s0x886468098191dbaf:0x6b873ec6c6c83408!8m2!3d36.2028611!4d-86.7392778!16s%2Fg%2F11fx7mr5d0?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",36.2028611,-86.7392778,Vintage
GoodTimes Full Service bar,"https://www.google.com/maps/place/GoodTimes+Full+Service+bar/@36.1371162,-86.7616115,17z/data=!3m1!4b1!4m6!3m5!1s0x8864675007baa931:0xc36ec6d70564aed0!8m2!3d36.1371162!4d-86.7616115!16s%2Fg%2F11srfp47nl?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",36.1371162,-86.7616115,Vintage
Ernie's Boondock,"https://www.google.com/maps/place/Ernie's+Boondock/@36.1759746,-86.754602,17z/data=!3m1!4b1!4m6!3m5!1s0x886467caffef8771:0xfcf479cc7bb8afb8!8m2!3d36.1759746!4d-86.754602!16s%2Fg%2F11w4_5dtzl?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",36.1759746,-86.754602,Vintage
Barrel Proof,"https://www.google.com/maps/place/Barrel+Proof/@36.1739107,-86.7852555,17z/data=!3m1!4b1!4m6!3m5!1s0x886467969f5914b7:0xaa01ab2733471a4a!8m2!3d36.1739107!4d-86.7852555!16s%2Fg%2F11v0605k1h?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",36.1739107,-86.7852555,Vintage
Cotton Eyed Joe,"https://www.google.com/maps/place/Cotton+Eyed+Joe/@35.9049139,-84.1544972,17z/data=!3m1!4b1!4m6!3m5!1s0x885c2e581e38bee9:0xb46440f6651cac1f!8m2!3d35.9049139!4d-84.1544972!16s%2Fm%2F0kh9hls?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",35.9049139,-84.1544972,Vintage
Suttree's High Gravity Tavern,"https://www.google.com/maps/place/Suttree's+High+Gravity+Tavern/@35.9660112,-83.9188824,16z/data=!3m1!4b1!4m6!3m5!1s0x885c17c5a84387e3:0xa12505d408ee726f!8m2!3d35.9660112!4d-83.9188824!16s%2Fg%2F12611s4mt?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",35.9660112,-83.9188824,Vintage
Chismoso,"https://www.google.com/maps/place/Chismoso/@35.9681627,-83.9204315,17z/data=!3m1!4b1!4m6!3m5!1s0x885c1746b5c8decf:0x22321069369da493!8m2!3d35.9681627!4d-83.9204315!16s%2Fg%2F11y52t6drl?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",35.9681627,-83.9204315,Vintage
The Boneyard,"https://www.google.com/maps/place/The+Boneyard/@35.0365381,-85.3059027,17z/data=!3m1!4b1!4m6!3m5!1s0x88605f5082316f23:0xfbcbce5184fe4b6a!8m2!3d35.0365381!4d-85.3059027!16s%2Fg%2F11rvg97j09?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",35.0365381,-85.3059027,Vintage
Mean Jeen’s,"https://www.google.com/maps/place/Mean+Jeen%E2%80%99s/@35.0264968,-85.281699,17z/data=!3m1!4b1!4m6!3m5!1s0x88605d0003366721:0xe2e007a7458aa626!8m2!3d35.0264968!4d-85.281699!16s%2Fg%2F11vztt0k9x?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",35.0264968,-85.281699,Vintage
"Hoptown Craft Beer, Cocktails, and Wine","https://www.google.com/maps/place/Hoptown+Craft+Beer,+Cocktails,+and+Wine/@35.0831929,-85.0557278,16z/data=!3m1!4b1!4m6!3m5!1s0x88607da53eac7875:0xfec9449f6612c1e5!8m2!3d35.0831929!4d-85.0557278!16s%2Fg%2F11byp82j3n?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",35.0831929,-85.0557278,Vintage
Six String Grill & Stage,"https://www.google.com/maps/place/Six+String+Grill+%26+Stage/@42.0913557,-71.2678962,17z/data=!3m1!4b1!4m6!3m5!1s0x89e47d21e4313471:0xa9443460551c912f!8m2!3d42.0913557!4d-71.2678962!16s%2Fg%2F11h7b56_1j?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",42.0913557,-71.2678962,Vintage
PKL Boston,"https://www.google.com/maps/place/PKL+Boston/@42.3370907,-71.0558258,17z/data=!3m1!4b1!4m6!3m5!1s0x89e37bdd7b4cbc43:0x3daa85bea4aa7ae8!8m2!3d42.3370907!4d-71.0558258!16s%2Fg%2F11rzg5nkjp?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",42.3370907,-71.0558258,Vintage
State Park,"https://www.google.com/maps/place/State+Park/@42.3661406,-71.0909247,17z/data=!3m1!4b1!4m6!3m5!1s0x89e370b1dd2b4fb1:0x497e8a73c8d869b1!8m2!3d42.3661406!4d-71.0909247!16s%2Fg%2F11bbrhv7hy?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",42.3661406,-71.0909247,Vintage
Middle East Restaurant and Club,"https://www.google.com/maps/place/Middle+East+Restaurant+and+Club/@42.3636722,-71.1015016,17z/data=!3m1!4b1!4m6!3m5!1s0x89e377546de5124f:0xdea3c45e86e83a99!8m2!3d42.3636722!4d-71.1015016!16s%2Fm%2F027590z?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",42.3636722,-71.1015016,Vintage
Ghost Light Tavern,"https://www.google.com/maps/place/Ghost+Light+Tavern/@42.3504699,-71.0653578,17z/data=!3m1!4b1!4m6!3m5!1s0x89e37b6d0a30334d:0x3aabcd389ddc1803!8m2!3d42.3504699!4d-71.0653578!16s%2Fg%2F11xvzrfm42?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",42.3504699,-71.0653578,Vintage
SPIN Boston,"https://www.google.com/maps/place/SPIN+Boston/@42.3499329,-71.0503945,16z/data=!3m1!4b1!4m6!3m5!1s0x89e37a7fdd76378d:0xe70c7d0fe042c145!8m2!3d42.3499329!4d-71.0503945!16s%2Fg%2F11mbprk1kl?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",42.3499329,-71.0503945,Vintage
Photo Booth Museum by Photomatica,"https://www.google.com/maps/place/Photo+Booth+Museum+by+Photomatica/@37.76456,-122.4320153,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7f1e7bdf6b47:0xdeb455eb68e18173!8m2!3d37.76456!4d-122.4320153!16s%2Fg%2F11wwm9zgh3?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.76456,-122.4320153,Vintage
Las Perlas,"https://www.google.com/maps/place/Las+Perlas/@34.090908,-118.3532257,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bf6168f12539:0x6b10a6b562cb8bd2!8m2!3d34.090908!4d-118.3532257!16s%2Fg%2F11fs9xr_vq?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",34.090908,-118.3532257,Vintage
The Roxy Theatre,"https://www.google.com/maps/place/The+Roxy+Theatre/@34.090775,-118.3879861,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bea177da9d47:0x3887e41e6eea636!8m2!3d34.090775!4d-118.3879861!16zL20vMDM4cmsy?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",34.090775,-118.3879861,Vintage
The Venice Whaler,"https://www.google.com/maps/place/The+Venice+Whaler/@33.9789848,-118.4665903,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2baa305da1ed9:0x97a6349cc3bd1382!8m2!3d33.9789848!4d-118.4665903!16s%2Fg%2F12214fpqn?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",33.9789848,-118.4665903,Vintage
MacLeod Ale Brewing Co.,"https://www.google.com/maps/place/MacLeod+Ale+Brewing+Co./@34.1820301,-118.4546006,17z/data=!3m1!4b1!4m6!3m5!1s0x80c297090168ad75:0xe3c527ae62cf31cc!8m2!3d34.1820301!4d-118.4546006!16s%2Fg%2F11bbrh8nkq?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",34.1820301,-118.4546006,Vintage
Forest Club,"https://www.google.com/maps/place/Forest+Club/@39.1508982,-123.2076069,17z/data=!3m1!4b1!4m6!3m5!1s0x808164fb65821279:0xd3e211a0b0af6888!8m2!3d39.1508982!4d-123.2076069!16s%2Fg%2F1tlndnsl?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",39.1508982,-123.2076069,Vintage
Gold Bar Whiskey Distillery Tasting Room,"https://www.google.com/maps/place/Gold+Bar+Whiskey+Distillery+Tasting+Room/@37.8172234,-122.370686,17z/data=!3m1!4b1!4m6!3m5!1s0x80858162e2a5f8b9:0x23c90d7f8901b612!8m2!3d37.8172234!4d-122.370686!16s%2Fg%2F11rmst1sdz?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.8172234,-122.370686,Vintage
Sausalito Sweets,"https://www.google.com/maps/place/Sausalito+Sweets/@37.8555034,-122.4791452,17z/data=!3m1!4b1!4m6!3m5!1s0x808585c1c9a6c105:0xe30e3b9c7d90f50b!8m2!3d37.8555034!4d-122.4791452!16s%2Fg%2F11h64h52p8?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.8555034,-122.4791452,Vintage
Mountain Winery,"https://www.google.com/maps/place/The+Mountain+Winery/@37.2601556,-122.0647,17z/data=!3m1!4b1!4m6!3m5!1s0x808e4b394f418e43:0x1cf239c9665b998!8m2!3d37.2601556!4d-122.0647!16s%2Fm%2F02p_2fl?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.2601556,-122.0647,Vintage
The Bungalow Santa Monica,"https://www.google.com/maps/place/The+Bungalow+Santa+Monica/@34.017457,-118.501492,16z/data=!3m1!4b1!4m6!3m5!1s0x80c2a4c43626101d:0xcc850f54593cc15a!8m2!3d34.017457!4d-118.501492!16s%2Fg%2F11bv18vj4j?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",34.017457,-118.501492,Vintage
SuperAwesome Cuts for Kids,"https://www.google.com/maps/place/SuperAwesome+Cuts+for+Kids/@34.0006821,-118.4819663,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2bb1f6f846f0d:0x6fdb64ce8dd0d2f3!8m2!3d34.0006821!4d-118.4819663!16s%2Fg%2F11y657kst1?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",34.0006821,-118.4819663,Vintage
Surf City Billiards,"https://www.google.com/maps/place/Surf+City+Billiards/@36.9705806,-122.02545,16z/data=!3m1!4b1!4m6!3m5!1s0x808e6a9d619e9f7f:0x8c8ccf7344d7cef0!8m2!3d36.9705806!4d-122.02545!16s%2Fg%2F1v44f5xm?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",36.9705806,-122.02545,Vintage
Tam Commons Tap Room & Kitchen,"https://www.google.com/maps/place/Tam+Commons+Tap+Room+%26+Kitchen/@37.9735996,-122.5309154,17z/data=!3m1!4b1!4m6!3m5!1s0x808599fb7a9c768b:0xbb65125282e6bbc7!8m2!3d37.9735996!4d-122.5309154!16s%2Fg%2F11g1_zms0h?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.9735996,-122.5309154,Vintage
Blossom Market Hall,"https://www.google.com/maps/place/Blossom+Market+Hall/@34.0989653,-118.1089682,17z/data=!3m1!4b1!4m6!3m5!1s0x80c2db6479e08735:0xd9599d689d3c0fe7!8m2!3d34.0989653!4d-118.1089682!16s%2Fg%2F11shnn46g8?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",34.0989653,-118.1089682,Vintage
Réalisation Par,"https://www.google.com/maps/place/R%C3%A9alisation+Par/@51.509552,-0.1508877,17z/data=!3m1!4b1!4m6!3m5!1s0x487605e9907d0a5b:0xd879cbc9b5c87688!8m2!3d51.509552!4d-0.1508877!16s%2Fg%2F11vzcmfxtg?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",51.509552,-0.1508877,Vintage
"The Hoxton, Holborn","https://www.google.com/maps/place/The+Hoxton,+Holborn/@51.5172291,-0.1220019,17z/data=!3m1!4b1!4m9!3m8!1s0x48761b348c9befab:0x629c0e69701ffee8!5m2!4m1!1i2!8m2!3d51.5172291!4d-0.1220019!16s%2Fg%2F11b66g7dd7?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",51.5172291,-0.1220019,Vintage
White Rabbit Bar,"https://www.google.com/maps/place/White+Rabbit+Bar/@37.7987012,-122.4357041,17z/data=!3m1!4b1!4m6!3m5!1s0x808580d09cb46431:0xe43c0ef3405c5eb7!8m2!3d37.7987012!4d-122.4357041!16s%2Fm%2F0260zcn?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.7987012,-122.4357041,Vintage
The Stud,"https://www.google.com/maps/place/The+Stud/@37.7761825,-122.4083567,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7e28ff9a6805:0x2b18910d46d33573!8m2!3d37.7761825!4d-122.4083567!16s%2Fg%2F11dymtlmdv?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.7761825,-122.4083567,Vintage
SF Masonic Auditorium,"https://www.google.com/maps/place/The+Masonic/@37.791198,-122.4129823,17z/data=!3m1!4b1!4m6!3m5!1s0x8085809283a76d81:0xad7599e9a61b46be!8m2!3d37.791198!4d-122.4129823!16s%2Fm%2F04cttcm?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.791198,-122.4129823,Vintage
The HA-RA Club,"https://www.google.com/maps/place/The+HA-RA+Club/@37.7860218,-122.4176252,17z/data=!3m1!4b1!4m6!3m5!1s0x8085809145918807:0x841f4b89dd0a3a47!8m2!3d37.7860218!4d-122.4176252!16s%2Fg%2F1tdrflcf?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.7860218,-122.4176252,Vintage
Saluhall SF,"https://www.google.com/maps/place/Saluhall+SF/@37.7829915,-122.4090678,17z/data=!3m1!4b1!4m6!3m5!1s0x808581652ede31fd:0x9701aa75df7f80e5!8m2!3d37.7829915!4d-122.4090678!16s%2Fg%2F11vyd2cjb4?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.7829915,-122.4090678,Vintage
SPIN San Francisco,"https://www.google.com/maps/place/SPIN+San+Francisco/@37.7842349,-122.4017861,17z/data=!3m1!4b1!4m6!3m5!1s0x8085807dc99b4c03:0x5e472557e7fbad6c!8m2!3d37.7842349!4d-122.3992112!16s%2Fg%2F11cn7nx82f?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D ",37.7842349,-122.4017861,Digital
Lost Marbles Brewery,"https://www.google.com/maps/place/Lost+Marbles+Brewery/@37.7825892,-122.4681084,17z/data=!3m1!4b1!4m6!3m5!1s0x80858751d9540071:0x37ebe5ecfe74d3a3!8m2!3d37.7825892!4d-122.4681084!16s%2Fg%2F11fl8ynlk1?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.7825892,-122.4681084,Vintage
Mission Bowling Club,"https://www.google.com/maps/place/Mission+Bowling+Club/@37.763927,-122.416716,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7e24cbe640d7:0x9abe5e55adc19005!8m2!3d37.763927!4d-122.416716!16s%2Fg%2F1hf0fz0zh?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.763927,-122.416716,Vintage
Kilowatt Bar,"https://www.google.com/maps/place/Kilowatt+Bar/@37.7650579,-122.4232555,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7e226d349f95:0xd7d06e5d3d71f3c3!8m2!3d37.7650579!4d-122.4232555!16s%2Fm%2F04fjh15?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.7650579,-122.4232555,Vintage
KQED,"https://www.google.com/maps/place/KQED/@37.7627168,-122.4097384,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7e3101b4c637:0x56d7b6c743789f47!8m2!3d37.7627168!4d-122.4097384!16s%2Fg%2F1tdhm19_?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.7627168,-122.4097384,Vintage
Jolene’s Bar and Restaurant,"https://www.google.com/maps/place/Jolene%E2%80%99s+Bar+and+Restaurant/@37.7656245,-122.4134032,17z/data=!3m1!4b1!4m6!3m5!1s0x808f7f6fd5060f41:0x67b2793bc5c17cf5!8m2!3d37.7656245!4d-122.4134032!16s%2Fg%2F11gxzh01bv?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D",37.7656245,-122.4134032,Vintage
